State,Crop Type,Rainfall,Temperature,Soil Type,Fertilizer Usage,Area,Yield
Gujarat,Pulses,868.9,29.2,Loamy,73.2,2.21,3.72
Gujarat,Rice,949.0,32.9,Loamy,146.8,6.34,5.55
Bihar,Rice,1116.1,34.2,Loamy,162.3,3.56,5.89
Andhra Pradesh,Rice,814.1,29.5,Loamy,91.1,5.07,6.0
West Bengal,Maize,509.0,19.1,Peaty,105.1,3.29,5.23
Andhra Pradesh,Wheat,1055.3,27.0,Silt,125.7,7.06,5.17
Uttar Pradesh,Sugarcane,1181.2,36.7,Silt,60.7,3.32,5.34
Andhra Pradesh,Maize,879.4,21.7,Clay,101.8,7.3,6.24
Tamil Nadu,Soybean,1001.3,25.7,Peaty,171.0,2.4,4.34
Karnataka,Cotton,781.4,33.1,Loamy,140.9,3.91,4.33
Punjab,Cotton,688.6,29.1,Peaty,113.7,7.3,4.97
Gujarat,Cotton,1156.6,38.4,Loamy,124.5,4.84,3.37
Maharashtra,Rice,996.9,22.3,Loamy,143.2,9.04,6.57
Maharashtra,Sugarcane,1022.6,21.1,Loamy,150.9,3.96,7.7
Punjab,Wheat,1275.5,32.1,Silt,97.7,5.01,4.74
Karnataka,Soybean,636.3,20.0,Clay,181.4,8.31,4.37
Punjab,Pulses,762.0,25.0,Sandy,172.7,1.47,3.17
Uttar Pradesh,Soybean,939.5,25.7,Sandy,147.1,1.22,3.78
Maharashtra,Cotton,758.9,31.2,Silt,86.3,2.91,3.21
Karnataka,Maize,1095.8,29.1,Clay,79.2,6.13,5.97
Bihar,Pulses,853.2,28.3,Loamy,106.9,1.28,3.68
Karnataka,Rice,651.9,24.0,Clay,122.4,5.69,5.91
Bihar,Cotton,916.4,32.1,Clay,49.3,5.55,3.26
Bihar,Soybean,942.6,40.0,Silt,139.8,8.53,2.74
West Bengal,Pulses,1133.7,29.5,Silt,171.5,6.59,3.86
Andhra Pradesh,Pulses,998.3,26.5,Loamy,143.1,5.23,4.19
Maharashtra,Wheat,,19.5,Silt,93.0,7.22,4.94
Uttar Pradesh,Pulses,980.1,22.8,Loamy,88.2,5.58,4.86
West Bengal,Wheat,852.9,24.9,Silt,132.0,3.58,5.11
Bihar,Sugarcane,720.9,23.3,,113.9,2.21,6.73
Bihar,Pulses,972.2,25.9,Clay,137.7,3.36,4.09
Karnataka,Sugarcane,816.7,34.9,Sandy,144.1,4.42,5.31
Punjab,Pulses,1322.5,32.2,Clay,163.7,4.85,4.34
West Bengal,Maize,1235.5,25.2,Silt,74.7,0.5,4.97
Gujarat,Maize,1058.2,20.0,Peaty,128.9,4.06,5.9
Bihar,Maize,994.6,32.7,Peaty,105.5,4.56,5.65
Gujarat,Maize,878.0,25.8,Sandy,,5.6,4.81
Uttar Pradesh,Sugarcane,584.7,17.4,Sandy,154.6,7.75,5.63
Andhra Pradesh,Cotton,846.0,29.6,Sandy,158.9,4.87,3.49
Karnataka,Soybean,925.4,31.1,Silt,175.9,2.68,3.7
Bihar,Maize,957.4,13.9,Sandy,137.0,0.86,3.32
Bihar,Maize,1017.4,21.9,Sandy,115.6,5.87,5.6
West Bengal,Rice,1130.3,25.4,Sandy,109.9,2.76,5.2
Andhra Pradesh,Cotton,727.0,29.7,Clay,50.6,6.23,4.41
Karnataka,Pulses,729.2,23.4,Sandy,173.6,7.29,3.6
West Bengal,Pulses,1262.7,21.8,Silt,107.1,1.41,4.66
Rajasthan,Rice,1092.7,29.6,Sandy,140.2,5.61,5.37
Andhra Pradesh,Cotton,802.3,23.7,Peaty,147.2,7.09,4.62
Maharashtra,Sugarcane,873.2,28.7,Peaty,70.2,6.54,6.71
West Bengal,Sugarcane,874.3,20.4,Sandy,,0.5,5.44
Maharashtra,Wheat,907.9,19.2,Peaty,181.9,2.79,5.43
Punjab,Sugarcane,1018.2,29.8,Loamy,,1.94,7.06
Punjab,Wheat,1533.7,27.3,Peaty,96.8,5.55,6.22
Rajasthan,Wheat,947.4,30.6,Clay,114.9,5.33,4.47
Bihar,Sugarcane,1065.6,23.3,Sandy,163.4,0.5,6.38
Uttar Pradesh,Wheat,478.4,22.0,Clay,157.4,3.9,4.37
West Bengal,Maize,778.8,32.8,,61.4,6.1,3.86
Bihar,Sugarcane,1207.2,18.4,Clay,185.4,4.8,6.96
Uttar Pradesh,Sugarcane,1000.6,32.3,Silt,158.6,4.79,6.56
Uttar Pradesh,Cotton,200.0,32.6,Loamy,113.9,3.77,3.44
Tamil Nadu,Wheat,1068.5,30.3,Peaty,72.3,2.38,5.17
Karnataka,Soybean,1379.5,22.6,Peaty,162.2,4.47,5.65
Maharashtra,Pulses,401.0,21.9,Sandy,139.1,4.6,3.69
Uttar Pradesh,Pulses,1279.8,24.9,,61.7,5.73,3.51
Bihar,Soybean,207.0,19.5,Silt,110.7,5.89,4.38
Uttar Pradesh,Maize,1134.5,21.2,Loamy,245.0,4.67,6.71
West Bengal,Pulses,897.8,29.2,Silt,120.7,6.69,3.9
Rajasthan,Cotton,312.5,29.2,Clay,90.3,3.75,2.98
Karnataka,Wheat,1011.5,20.8,Silt,79.7,1.61,4.11
Punjab,Soybean,1187.7,29.4,,190.9,5.45,4.8
Andhra Pradesh,Maize,991.0,28.3,Silt,,4.75,6.19
West Bengal,Pulses,1046.2,33.5,Silt,,5.49,3.6
Karnataka,Maize,797.1,28.8,Clay,129.9,1.97,4.88
Andhra Pradesh,Pulses,434.7,31.3,Silt,170.2,8.08,3.34
Tamil Nadu,Cotton,1073.0,28.4,Sandy,86.1,5.92,3.45
Rajasthan,Cotton,1337.4,30.9,Clay,126.5,3.92,4.64
Rajasthan,Maize,1182.4,19.6,Sandy,131.5,2.63,4.81
Andhra Pradesh,Soybean,403.0,25.4,Peaty,175.3,6.65,5.5
Tamil Nadu,Wheat,521.3,25.8,Loamy,132.8,2.3,5.17
Rajasthan,Cotton,688.5,24.8,Peaty,95.0,9.02,4.91
Tamil Nadu,Maize,501.8,28.2,Peaty,122.6,3.27,5.13
Uttar Pradesh,Cotton,911.0,29.2,Sandy,52.9,7.94,3.37
Gujarat,Rice,998.4,28.0,Silt,27.2,4.13,5.32
Gujarat,Sugarcane,542.4,25.1,Clay,153.3,7.66,6.44
West Bengal,Maize,1094.3,22.3,Loamy,105.0,3.03,6.11
Punjab,Rice,1050.3,31.5,Sandy,109.5,4.54,5.1
Maharashtra,Rice,763.0,27.7,Peaty,153.2,6.11,6.56
Gujarat,Sugarcane,856.9,20.9,Clay,175.9,5.82,6.97
Rajasthan,Rice,412.5,25.0,Silt,141.4,6.7,5.63
Tamil Nadu,Maize,816.9,17.3,Silt,197.1,3.53,4.39
Andhra Pradesh,Sugarcane,901.8,26.2,Silt,140.1,4.67,6.99
Punjab,Maize,942.2,25.0,Clay,132.1,7.0,5.7
West Bengal,Maize,994.7,23.1,Clay,129.6,3.09,5.8
Gujarat,Rice,961.1,33.9,Sandy,68.6,5.65,4.53
Gujarat,Maize,833.9,20.2,Peaty,158.2,4.06,5.7
Uttar Pradesh,Sugarcane,971.5,29.5,Peaty,22.2,4.91,7.28
Andhra Pradesh,Cotton,1150.5,36.9,Sandy,96.5,4.67,2.7
Karnataka,Pulses,,31.4,Peaty,120.9,2.92,4.06
Maharashtra,Soybean,979.4,25.8,Sandy,88.4,3.98,4.41
Tamil Nadu,Wheat,853.5,20.3,Clay,,4.79,5.55
Bihar,Maize,738.3,,Loamy,,4.29,5.59
Maharashtra,Maize,1030.7,23.9,Silt,164.2,7.65,6.07
Bihar,Sugarcane,761.2,22.6,Silt,92.6,6.52,6.75
Tamil Nadu,Rice,996.5,22.4,Peaty,101.2,5.08,6.0
Rajasthan,Pulses,907.1,24.4,Silt,68.9,2.97,3.39
Maharashtra,Maize,824.0,25.5,Loamy,148.2,2.85,6.13
Karnataka,Cotton,818.0,28.4,Sandy,110.0,8.45,3.56
Bihar,Wheat,773.0,19.8,Silt,41.3,2.48,4.54
West Bengal,Pulses,488.5,22.6,Sandy,124.0,4.73,3.42
Rajasthan,Pulses,995.7,25.2,Sandy,137.6,5.22,4.13
Karnataka,Soybean,957.9,25.0,Peaty,158.5,3.88,4.82
Maharashtra,Maize,1112.4,35.2,Silt,117.1,2.5,4.13
Tamil Nadu,Wheat,767.1,27.2,Silt,105.1,2.93,4.86
Tamil Nadu,Sugarcane,1373.8,17.9,Sandy,199.5,3.41,6.25
Maharashtra,Cotton,805.1,28.1,Clay,,3.08,3.62
Karnataka,Pulses,681.2,28.7,Sandy,148.8,7.16,4.23
Rajasthan,Sugarcane,651.6,25.4,Peaty,98.4,4.48,6.62
Rajasthan,Cotton,466.5,19.9,Silt,147.6,3.45,3.24
Punjab,Pulses,1283.2,34.8,Silt,,4.71,3.21
Andhra Pradesh,Soybean,1242.8,20.7,Loamy,101.5,5.84,5.65
Maharashtra,Cotton,1050.2,29.3,Peaty,71.7,3.81,3.57
Rajasthan,Wheat,676.0,27.0,Clay,95.8,6.3,5.42
West Bengal,Wheat,1352.8,29.0,Peaty,170.0,1.96,5.08
Punjab,Cotton,,34.5,Sandy,95.5,6.84,3.08
Karnataka,Cotton,832.7,28.8,Peaty,148.7,4.48,4.15
Punjab,Wheat,1259.3,23.2,Peaty,180.7,4.4,6.39
Bihar,Wheat,1064.7,31.5,Silt,118.9,3.11,4.68
Andhra Pradesh,Sugarcane,1450.3,22.8,Peaty,159.8,2.04,7.14
Rajasthan,Soybean,962.2,26.8,Silt,141.2,1.17,4.25
West Bengal,Wheat,800.7,19.5,Peaty,124.7,2.97,4.87
Uttar Pradesh,Cotton,747.0,20.8,Loamy,150.0,5.68,4.54
Punjab,Wheat,438.3,26.3,Loamy,193.6,2.58,5.13
Andhra Pradesh,Soybean,830.4,27.8,Sandy,94.5,1.4,3.75
West Bengal,Soybean,1186.1,17.5,Peaty,81.6,2.68,3.9
Maharashtra,Pulses,1049.7,28.5,,79.3,3.73,3.79
Gujarat,Sugarcane,905.1,21.9,Sandy,159.8,3.81,6.57
Uttar Pradesh,Sugarcane,651.3,32.4,Sandy,165.2,4.24,5.5
Tamil Nadu,Pulses,956.7,24.2,Silt,98.5,6.57,4.43
Tamil Nadu,Sugarcane,1153.2,20.4,Peaty,34.6,7.0,7.09
Gujarat,Cotton,1007.7,26.4,Peaty,93.0,8.51,4.76
West Bengal,Soybean,941.7,21.4,Loamy,141.9,1.25,5.07
Maharashtra,Sugarcane,700.8,32.3,Sandy,117.3,2.79,4.98
Punjab,Soybean,1116.8,26.0,Clay,127.2,5.9,4.8
Tamil Nadu,Cotton,200.0,25.2,Silt,99.1,3.59,3.98
Rajasthan,Pulses,995.7,29.0,Sandy,160.6,6.22,4.4
Bihar,Wheat,1542.6,21.0,Peaty,133.7,4.91,6.58
Karnataka,Wheat,522.9,19.6,Sandy,143.5,7.66,4.31
Karnataka,Wheat,839.7,28.0,Silt,126.4,6.59,5.23
West Bengal,Cotton,898.0,20.5,Loamy,141.0,6.62,4.91
Tamil Nadu,Sugarcane,784.4,20.5,Peaty,138.3,3.68,7.26
Karnataka,Rice,,30.2,Loamy,82.9,4.31,6.32
Tamil Nadu,Rice,1018.1,28.6,Clay,134.9,3.89,6.31
Tamil Nadu,Pulses,938.1,19.7,Peaty,151.7,1.49,4.01
Karnataka,Soybean,1099.3,22.9,Peaty,166.2,7.44,5.52
Maharashtra,Sugarcane,904.2,,Sandy,136.6,5.99,6.14
Uttar Pradesh,Cotton,1695.0,34.9,Sandy,81.4,3.81,3.29
Punjab,Maize,,30.5,Loamy,87.5,7.11,5.51
Bihar,Wheat,948.8,23.9,Peaty,102.6,3.24,4.82
Tamil Nadu,Rice,472.4,28.9,Loamy,127.6,0.82,4.87
Punjab,Pulses,764.1,19.2,Loamy,115.1,6.51,3.99
Punjab,Maize,1186.8,22.6,Sandy,,1.94,4.81
Tamil Nadu,Sugarcane,566.1,26.5,Loamy,74.8,4.11,6.86
West Bengal,Sugarcane,360.6,28.3,,36.1,4.91,6.68
Karnataka,Maize,908.1,25.5,Silt,20.0,5.27,5.23
Maharashtra,Rice,1242.7,27.2,Silt,114.7,6.2,6.21
Bihar,Sugarcane,910.6,26.4,Clay,212.8,5.66,6.82
Rajasthan,Wheat,816.0,25.2,Silt,191.9,5.6,5.46
Maharashtra,Cotton,435.4,24.5,Silt,80.9,2.92,3.61
Karnataka,Pulses,1013.1,23.9,Clay,126.0,5.09,4.13
Rajasthan,Sugarcane,1065.3,27.2,Silt,61.4,1.49,6.44
Maharashtra,Soybean,454.6,28.1,Sandy,67.5,7.62,3.63
Maharashtra,Wheat,1183.6,27.0,Peaty,72.1,1.69,4.99
Maharashtra,Rice,1091.4,20.1,Loamy,111.0,3.81,6.0
Gujarat,Rice,1183.1,21.0,Clay,112.7,1.86,5.76
Bihar,Maize,1045.9,28.0,Clay,130.1,3.04,5.7
Uttar Pradesh,Rice,1063.4,33.4,,146.5,4.53,5.67
Andhra Pradesh,Pulses,1030.2,26.8,Peaty,106.5,3.44,4.86
Karnataka,Rice,1117.1,23.9,Silt,,6.79,6.71
Rajasthan,Sugarcane,445.3,27.1,,76.2,4.95,6.66
Bihar,Sugarcane,524.7,20.3,Sandy,66.2,3.57,5.92
Rajasthan,Sugarcane,716.0,32.5,Peaty,60.0,4.23,6.46
Tamil Nadu,Rice,867.5,26.9,Sandy,146.0,6.94,5.52
Rajasthan,Maize,997.0,22.7,Clay,106.5,6.32,5.97
Karnataka,Sugarcane,981.2,,Loamy,45.2,2.22,6.68
Andhra Pradesh,Maize,1179.3,23.4,Clay,,3.14,5.12
Uttar Pradesh,Sugarcane,1187.1,32.6,Silt,70.0,5.45,7.02
Karnataka,Wheat,681.9,25.0,Sandy,186.4,5.21,4.17
Uttar Pradesh,Wheat,959.6,26.8,Sandy,96.8,2.4,4.59
Bihar,Soybean,688.0,28.9,Sandy,147.3,6.0,3.77
Bihar,Sugarcane,852.9,22.3,Peaty,163.6,2.72,7.34
Tamil Nadu,Wheat,980.4,27.0,Peaty,81.8,7.11,5.93
West Bengal,Pulses,200.0,27.4,Loamy,123.0,5.56,4.08
Uttar Pradesh,Wheat,1502.8,18.2,Loamy,142.1,2.24,5.75
Tamil Nadu,Pulses,1041.6,27.3,Clay,124.6,3.44,4.14
Gujarat,Soybean,751.1,25.8,Peaty,134.4,3.41,5.53
West Bengal,Pulses,1381.8,26.6,Sandy,66.8,4.82,4.19
Rajasthan,Pulses,813.1,26.2,Peaty,142.2,4.09,3.95
Bihar,Maize,933.1,27.3,Silt,100.6,2.21,5.2
Bihar,Soybean,778.2,32.7,Sandy,134.0,1.71,3.25
Uttar Pradesh,Rice,1313.0,20.1,Clay,156.8,5.6,6.2
Gujarat,Cotton,873.8,24.3,Clay,146.8,5.07,3.83
Tamil Nadu,Rice,937.4,29.3,Loamy,133.9,4.71,6.37
Bihar,Cotton,1200.9,28.4,Sandy,145.7,5.04,3.58
Gujarat,Pulses,1046.3,28.3,Clay,147.5,3.26,3.21
Gujarat,Cotton,886.4,39.8,Clay,179.8,4.87,2.15
Gujarat,Wheat,1177.6,29.1,Loamy,118.6,9.58,5.57
Rajasthan,Maize,1534.6,31.7,Silt,126.6,6.85,5.41
West Bengal,Soybean,979.4,24.5,Peaty,157.3,3.92,3.93
West Bengal,Cotton,929.2,21.0,Sandy,100.4,3.45,3.3
Tamil Nadu,Cotton,,24.4,Sandy,66.6,0.5,3.23
Gujarat,Cotton,1227.6,29.6,Peaty,139.7,6.64,4.57
West Bengal,Maize,750.2,28.0,Sandy,111.8,6.07,5.07
Punjab,Sugarcane,830.4,,Silt,71.7,3.41,6.99
Punjab,Sugarcane,515.6,24.9,Sandy,140.0,1.64,6.06
Tamil Nadu,Pulses,604.0,24.1,Sandy,177.2,2.19,3.62
Tamil Nadu,Sugarcane,770.5,,Sandy,,5.39,6.64
West Bengal,Pulses,,29.6,Silt,160.9,4.32,3.51
Punjab,Soybean,1342.3,30.2,Silt,20.0,5.88,4.65
Rajasthan,Wheat,1034.0,21.0,Sandy,104.0,4.67,4.93
Tamil Nadu,Maize,672.0,29.8,Loamy,193.6,6.43,5.51
Gujarat,Maize,718.0,22.7,Peaty,106.9,5.24,5.3
Karnataka,Wheat,1243.7,28.3,Peaty,123.6,6.16,5.84
Rajasthan,Rice,1181.7,25.0,Loamy,150.5,0.5,5.64
Andhra Pradesh,Soybean,907.0,33.8,Clay,51.3,2.03,3.2
Karnataka,Maize,789.4,23.9,Peaty,122.9,3.77,5.36
Tamil Nadu,Rice,1181.2,26.9,Clay,122.6,6.66,6.56
West Bengal,Maize,651.7,29.0,Peaty,194.5,8.26,5.8
Punjab,Rice,998.0,21.6,Silt,70.6,4.17,6.15
Karnataka,Rice,1468.2,25.6,Peaty,104.7,3.28,6.27
Maharashtra,Wheat,951.3,24.7,Loamy,82.9,0.59,4.63
Rajasthan,Soybean,706.1,23.4,Sandy,78.6,6.23,4.29
Punjab,Soybean,1002.6,23.8,Sandy,165.1,3.4,4.01
Andhra Pradesh,Cotton,782.5,31.6,Peaty,121.1,10.42,4.18
Punjab,Sugarcane,551.5,23.0,Clay,97.8,3.02,5.8
Maharashtra,Pulses,1075.3,28.8,Clay,99.3,8.71,4.49
Tamil Nadu,Soybean,1179.5,,Loamy,97.5,6.0,5.82
Uttar Pradesh,Wheat,822.3,19.0,Silt,101.0,2.44,4.05
West Bengal,Pulses,805.7,28.6,Peaty,69.4,4.96,4.43
Rajasthan,Wheat,659.6,18.9,Loamy,109.7,6.04,4.95
Karnataka,Wheat,862.5,29.1,Clay,105.6,4.05,4.27
Maharashtra,Maize,759.4,23.5,Clay,89.7,6.18,5.16
Bihar,Soybean,647.2,26.0,Peaty,126.2,6.13,4.52
West Bengal,Wheat,1373.0,19.5,Sandy,129.6,5.69,4.74
Uttar Pradesh,Maize,1016.6,26.6,Clay,97.7,4.47,5.72
Uttar Pradesh,Rice,1043.1,30.6,Clay,114.2,2.15,6.27
Karnataka,Maize,1120.8,22.0,Sandy,206.3,4.35,4.74
Karnataka,Pulses,1092.8,23.0,Clay,204.8,4.85,4.23
Uttar Pradesh,Maize,796.7,28.3,Loamy,77.8,0.75,4.84
Punjab,Rice,968.1,28.4,Peaty,83.4,4.84,5.7
Tamil Nadu,Wheat,832.7,13.8,Sandy,77.6,4.31,3.28
Maharashtra,Rice,1009.6,36.1,Clay,162.3,1.91,4.73
Maharashtra,Wheat,985.4,28.6,Silt,104.1,3.83,4.27
Rajasthan,Sugarcane,804.3,29.5,Silt,129.6,3.88,6.54
Uttar Pradesh,Maize,567.7,25.3,Loamy,199.9,8.36,5.51
Karnataka,Cotton,936.6,16.7,Loamy,119.6,4.94,4.03
Uttar Pradesh,Soybean,848.9,29.4,Loamy,148.2,6.57,5.45
Gujarat,Sugarcane,427.4,23.2,Silt,140.8,4.26,6.6
Maharashtra,Rice,1026.9,28.7,Silt,96.5,0.75,5.52
West Bengal,Maize,1141.3,24.9,Silt,162.4,5.84,5.62
West Bengal,Maize,1532.1,27.2,Silt,86.0,3.18,5.77
West Bengal,Soybean,802.2,22.1,Sandy,173.6,3.83,4.3
Karnataka,Maize,765.3,30.3,Sandy,96.5,2.39,4.58
Uttar Pradesh,Wheat,622.6,20.1,Silt,100.9,4.65,4.52
West Bengal,Soybean,952.2,37.2,Clay,76.5,6.63,3.44
West Bengal,Maize,950.6,37.2,Peaty,83.0,6.37,3.91
Andhra Pradesh,Wheat,697.2,34.2,,102.9,7.67,4.27
Tamil Nadu,Sugarcane,856.3,32.4,Peaty,22.7,7.96,6.72
West Bengal,Rice,405.3,25.6,Peaty,110.7,0.5,5.64
Tamil Nadu,Pulses,1131.6,31.8,Clay,99.7,2.11,3.65
Gujarat,Soybean,,25.5,Loamy,151.6,0.88,5.06
Tamil Nadu,Maize,891.3,18.2,Sandy,136.9,5.76,4.88
Bihar,Cotton,543.3,33.5,Silt,91.7,3.11,2.97
Maharashtra,Cotton,754.4,31.6,Silt,101.7,3.52,3.15
Rajasthan,Sugarcane,830.1,25.8,Clay,110.6,4.07,7.34
Maharashtra,Wheat,897.2,19.9,Clay,179.4,5.27,5.29
Rajasthan,Maize,,23.1,Sandy,87.1,1.53,5.38
Gujarat,Rice,1259.8,16.9,Peaty,91.2,1.98,6.36
Rajasthan,Sugarcane,1083.2,30.7,Loamy,74.9,4.5,6.53
Rajasthan,Wheat,1140.5,18.0,Clay,60.7,6.9,4.44
Rajasthan,Cotton,1261.5,27.4,Clay,132.3,4.45,3.6
Gujarat,Soybean,1042.4,21.8,Peaty,128.1,2.92,5.16
Karnataka,Pulses,890.8,18.9,Sandy,171.3,0.5,3.09
Gujarat,Maize,1152.3,27.2,Loamy,161.7,6.41,6.24
Maharashtra,Wheat,1168.3,24.3,Clay,215.9,3.03,4.93
Punjab,Soybean,1062.1,30.2,Loamy,117.0,2.21,4.67
Karnataka,Wheat,536.3,19.7,Sandy,109.6,1.07,3.75
Maharashtra,Wheat,689.6,22.2,Peaty,68.0,1.62,4.98
Gujarat,Pulses,,14.1,Sandy,147.9,2.58,2.36
Gujarat,Pulses,1094.9,15.1,Peaty,124.7,4.02,3.73
Rajasthan,Sugarcane,894.7,35.0,Silt,146.1,2.08,5.62
Uttar Pradesh,Soybean,1184.2,36.4,Peaty,74.4,4.87,4.23
Gujarat,Wheat,1228.8,26.5,,134.1,4.01,5.61
Uttar Pradesh,Wheat,1199.8,21.9,Peaty,128.2,8.94,5.39
Punjab,Maize,1201.4,24.5,Clay,125.6,1.09,5.93
Bihar,Wheat,640.8,30.4,Sandy,92.7,4.82,4.55
Karnataka,Pulses,,23.4,Silt,167.6,4.85,4.38
Andhra Pradesh,Wheat,748.1,27.2,Clay,202.0,2.44,4.99
Andhra Pradesh,Cotton,487.7,25.9,Clay,75.6,4.69,4.5
Karnataka,Soybean,828.1,23.2,Loamy,148.8,6.04,4.54
Maharashtra,Soybean,1231.2,23.4,Loamy,20.0,4.69,5.4
Tamil Nadu,Rice,1015.2,27.5,Sandy,146.7,7.27,5.65
Bihar,Cotton,1404.5,21.1,Peaty,45.2,0.5,4.54
Uttar Pradesh,Cotton,944.3,28.3,Clay,99.0,2.82,4.14
Gujarat,Soybean,1512.0,23.6,Sandy,67.5,7.45,4.39
Bihar,Maize,944.4,26.6,Peaty,111.4,6.32,5.7
Rajasthan,Rice,905.6,32.9,Silt,153.6,5.58,5.81
Tamil Nadu,Soybean,580.2,25.2,Loamy,45.7,6.97,4.69
Rajasthan,Pulses,1177.6,30.6,Sandy,105.6,0.67,2.89
Bihar,Cotton,774.5,17.0,Loamy,99.5,6.09,3.77
Bihar,Wheat,738.2,23.6,Clay,,6.63,5.46
Karnataka,Cotton,1220.3,26.1,Clay,137.3,3.18,5.13
Maharashtra,Pulses,1189.6,35.6,Silt,72.9,9.76,2.65
West Bengal,Pulses,,16.2,Loamy,101.1,4.89,4.89
Gujarat,Maize,809.5,25.5,Clay,182.2,0.5,5.15
Bihar,Rice,887.3,33.3,Clay,148.6,5.26,5.66
West Bengal,Sugarcane,885.0,22.1,,83.3,3.06,6.5
Bihar,Soybean,1095.6,24.9,Silt,109.3,6.83,4.96
Andhra Pradesh,Pulses,1288.4,27.7,Clay,110.6,5.6,4.54
Maharashtra,Wheat,992.0,26.9,Clay,98.5,3.3,4.68
Maharashtra,Maize,1393.7,33.8,Sandy,51.6,7.5,4.44
Rajasthan,Cotton,1124.3,28.2,Silt,92.9,6.38,4.83
Uttar Pradesh,Wheat,,32.6,Loamy,175.6,2.84,4.2
West Bengal,Pulses,1107.2,24.2,Peaty,104.8,4.2,4.62
Gujarat,Wheat,1326.5,22.3,Peaty,115.9,5.53,5.57
West Bengal,Sugarcane,1399.6,24.9,Silt,125.6,3.77,6.88
Rajasthan,Pulses,1196.7,20.2,Sandy,,3.83,4.41
Andhra Pradesh,Sugarcane,906.4,,Silt,120.4,4.57,6.41
West Bengal,Soybean,845.8,24.1,Sandy,,2.37,3.67
Bihar,Rice,1044.0,22.6,Clay,96.1,0.5,5.53
Punjab,Soybean,1318.5,28.5,Clay,109.6,4.98,4.73
Tamil Nadu,Maize,1008.4,20.3,Loamy,120.5,0.52,5.25
Gujarat,Wheat,1013.6,29.9,Peaty,89.0,2.51,5.03
Gujarat,Maize,912.8,23.6,Clay,111.9,0.96,5.23
Maharashtra,Maize,818.0,31.8,,155.5,1.2,4.69
Uttar Pradesh,Cotton,859.5,24.0,Peaty,88.0,5.35,4.26
Gujarat,Rice,933.9,29.2,Sandy,,4.06,5.59
Rajasthan,Cotton,1329.5,26.9,,148.3,3.98,4.53
Maharashtra,Maize,840.1,29.7,Clay,87.0,1.87,4.79
Bihar,Maize,913.2,26.5,Clay,163.8,3.19,6.0
Tamil Nadu,Sugarcane,683.7,17.7,Silt,122.9,5.25,6.15
Uttar Pradesh,Maize,1079.2,31.0,Sandy,113.4,4.4,5.2
Punjab,Soybean,,25.6,Loamy,39.7,6.15,5.66
Bihar,Rice,1306.1,29.9,Peaty,105.1,6.43,6.91
Bihar,Pulses,950.8,29.5,Sandy,134.9,4.0,3.72
Maharashtra,Maize,1043.6,22.1,Silt,189.8,0.8,5.17
Punjab,Wheat,861.6,21.4,Clay,142.7,2.99,4.87
Punjab,Rice,1032.0,29.3,Sandy,,4.3,5.44
Gujarat,Soybean,978.5,24.5,,71.6,2.95,3.72
Punjab,Pulses,914.6,30.7,Peaty,114.9,2.39,4.09
Gujarat,Rice,934.4,25.1,Clay,,4.64,6.24
Rajasthan,Sugarcane,1013.0,31.1,Silt,84.5,9.36,7.1
Tamil Nadu,Sugarcane,826.5,28.1,Peaty,158.6,3.52,6.92
Rajasthan,Wheat,839.4,27.4,Silt,149.3,4.49,5.22
Andhra Pradesh,Cotton,1326.8,24.1,Loamy,131.0,1.88,4.28
West Bengal,Sugarcane,1577.6,27.2,Loamy,106.9,6.99,7.51
Andhra Pradesh,Pulses,598.9,32.0,Clay,80.5,6.25,2.59
West Bengal,Soybean,585.1,25.7,Loamy,191.0,6.11,4.94
Andhra Pradesh,Wheat,660.7,28.7,Silt,145.3,7.22,4.67
Punjab,Rice,874.2,26.2,Peaty,133.6,3.65,5.85
Bihar,Cotton,1123.9,26.6,Sandy,103.5,3.9,4.05
Andhra Pradesh,Rice,1047.8,34.6,Sandy,121.5,7.92,4.83
Rajasthan,Cotton,943.0,32.0,Silt,126.6,5.77,3.4
Tamil Nadu,Wheat,1032.2,26.4,Sandy,136.0,0.5,5.18
Bihar,Wheat,727.0,27.1,Sandy,149.4,5.41,4.56
West Bengal,Wheat,839.0,22.5,Sandy,88.7,3.34,4.0
Karnataka,Maize,895.0,25.1,Clay,61.3,6.3,5.31
Karnataka,Soybean,503.9,27.5,Loamy,123.4,5.32,4.66
Gujarat,Rice,609.7,30.3,Sandy,50.1,1.02,4.43
Maharashtra,Pulses,619.6,29.7,Peaty,107.1,5.04,4.36
Bihar,Rice,1091.0,20.5,Loamy,99.6,4.92,6.27
Maharashtra,Wheat,961.3,30.9,Clay,139.7,5.23,5.59
Gujarat,Maize,1052.8,25.6,Clay,199.3,5.65,5.71
Andhra Pradesh,Soybean,440.1,21.1,Peaty,42.2,7.49,4.56
Karnataka,Wheat,529.1,32.7,Sandy,,5.33,4.28
Rajasthan,Wheat,1065.8,33.3,Sandy,110.7,4.55,4.5
Tamil Nadu,Soybean,205.3,27.3,Silt,133.9,6.8,4.66
Karnataka,Sugarcane,1206.2,29.5,Clay,63.4,8.99,7.07
Karnataka,Maize,444.2,29.8,Silt,159.9,6.33,5.02
Tamil Nadu,Soybean,1110.8,33.0,Loamy,121.7,4.91,3.76
Rajasthan,Soybean,677.9,29.6,Loamy,117.5,5.37,4.64
Uttar Pradesh,Maize,1162.2,19.4,Peaty,42.5,5.01,5.87
West Bengal,Cotton,1702.0,36.0,Silt,123.0,4.54,4.02
